id,doi,title,publication_year,abstract
https://openalex.org/W2606974598,https://doi.org/10.18653/v1/p17-1099,Get To The Point: Summarization with Pointer-Generator Networks,2017,"Neural sequence-to-sequence models have provided a viable new approach for abstractive text summarization (meaning they are not restricted to simply selecting and rearranging passages from the original text). However, these two shortcomings: liable reproduce factual details inaccurately, tend repeat themselves. In this work we propose novel architecture that augments standard attentional model in orthogonal ways. First, use hybrid pointer-generator network can copy words source via pointing, which aids accurate reproduction of information, while retaining ability produce through generator. Second, coverage keep track what has been summarized, discourages repetition. We apply our CNN / Daily Mail task, outperforming current state-of-the-art by at least 2 ROUGE points."
https://openalex.org/W1933349210,https://doi.org/10.1109/iccv.2015.279,VQA: Visual Question Answering,2015,"We propose the task of free-form and open-ended Visual Question Answering (VQA). Given an image a natural language question about image, is to provide accurate answer. Mirroring real-world scenarios, such as helping visually impaired, both questions answers are open-ended. selectively target different areas including background details underlying context. As result, system that succeeds at VQA typically needs more detailed understanding complex reasoning than producing generic captions. Moreover, amenable automatic evaluation, since many contain only few words or closed set can be provided in multiple-choice format. dataset containing ~0.25M images, ~0.76M questions, ~10M (www.visualqa.org), discuss information it provides. Numerous baselines for compared with human performance."
https://openalex.org/W1840435438,https://doi.org/10.18653/v1/d15-1075,A large annotated corpus for learning natural language inference,2015,"Understanding entailment and contradiction is fundamental to understanding natural language, inference about a valuable testing ground for the development of semantic representations. However, machine learning research in this area has been dramatically limited by lack large-scale resources. To address this, we introduce Stanford Natural Language Inference corpus, new, freely available collection labeled sentence pairs, written humans doing novel grounded task based on image captioning. At 570K it two orders magnitude larger than all other resources its type. This increase scale allows lexicalized classifiers outperform some sophisticated existing models, neural network-based model perform competitively language benchmarks first time."
https://openalex.org/W1552847225,https://doi.org/10.3233/sw-140134,"DBpedia – A large-scale, multilingual knowledge base extracted from Wikipedia",2015,"The DBpedia community project extracts structured, multilingual knowledge from Wikipedia and makes it freely available on the Web using Semantic Linked Data technologies. 111 different language editions of Wikipedia. largest base which is extracted English edition consists over 400 million facts that describe 3.7 things. bases are other 110 together consist 1.46 billion 10 additional maps infoboxes 27 to a single shared ontology consisting 320 classes 1,650 properties. mappings created via world-wide crowd-sourcing effort enable be combined. publishes releases all for download provides SPARQL query access 14 out global network local chapters. In addition regular releases, maintains live updated whenever page in changes. sets RDF links pointing into 30 external data sources thus enables these used with data. Several hundred publish themselves make one central interlinking hubs Open (LOD) cloud. this system report, we give an overview project, including its architecture, technical implementation, maintenance, internationalisation, usage statistics applications."
https://openalex.org/W2963026768,https://doi.org/10.18653/v1/p18-1031,Universal Language Model Fine-tuning for Text Classification,2018,"Inductive transfer learning has greatly impacted computer vision, but existing approaches in NLP still require task-specific modifications and training from scratch. We propose Universal Language Model Fine-tuning (ULMFiT), an effective method that can be applied to any task NLP, introduce techniques are key for fine-tuning a language model. Our significantly outperforms the state-of-the-art on six text classification tasks, reducing error by 18-24% majority of datasets. Furthermore, with only 100 labeled examples, it matches performance scratch times more data. open-source our pretrained models code."
https://openalex.org/W2963846996,https://doi.org/10.18653/v1/n18-1101,A Broad-Coverage Challenge Corpus for Sentence Understanding through Inference,2018,"This paper introduces the Multi-Genre Natural Language Inference (MultiNLI) corpus, a dataset designed for use in development and evaluation of machine learning models sentence understanding. At 433k examples, this resource is one largest corpora available natural language inference (a.k.a. recognizing textual entailment), improving upon resources both its coverage difficulty. MultiNLI accomplishes by offering data from ten distinct genres written spoken English, making it possible to evaluate systems on nearly full complexity language, while supplying an explicit setting evaluating cross-genre domain adaptation. In addition, using existing Stanford NLI corpus shows that represents substantially more difficult task than does despite two showing similar levels inter-annotator agreement."
https://openalex.org/W2963626623,https://doi.org/10.18653/v1/e17-2068,Bag of Tricks for Efficient Text Classification,2017,"This paper explores a simple and efficient baseline for text classification. Our experiments show that our fast classifier fastText is often on par with deep learning classifiers in terms of accuracy, many orders magnitude faster training evaluation. We can train more than one billion words less ten minutes using standard multicore CPU, classify half million sentences among 312K classes minute."
https://openalex.org/W2963355447,https://doi.org/10.3115/v1/p15-1150,Improved Semantic Representations From Tree-Structured Long Short-Term Memory Networks,2015,"A Long Short-Term Memory (LSTM) network is a type of recurrent neural architecture which has recently obtained strong results on variety sequence modeling tasks. The only underlying LSTM structure that been explored so far linear chain. However, natural language exhibits syntactic properties would naturally combine words to phrases. We introduce the Tree-LSTM, generalization LSTMs tree-structured topologies. TreeLSTMs outperform all existing systems and baselines two tasks: predicting semantic relatedness sentences (SemEval 2014, Task 1) sentiment classification (Stanford Sentiment Treebank)."
https://openalex.org/W2963216553,https://doi.org/10.18653/v1/p16-1009,Improving Neural Machine Translation Models with Monolingual Data,2016,"Neural Machine Translation (NMT) has obtained state-of-the art performance for several language pairs, while only using parallel data training. Target-side monolingual plays an important role in boosting fluency phrase-based statistical machine translation, and we investigate the use of NMT. In contrast to previous work, which combines NMT models with separately trained models, note that encoder-decoder architectures already have capacity learn same information as a model, explore strategies train without changing neural network architecture. By pairing training automatic back-translation, can treat it additional data, obtain substantial improvements on WMT 15 task English German (+2.8-3.7 BLEU), low-resourced IWSLT 14 Turkish->English (+2.1-3.4 obtaining new state-of-the-art results. We also show fine-tuning in-domain gives English->German."
https://openalex.org/W2996428491,https://doi.org/10.48550/arxiv.1909.11942,"ALBERT: A Lite BERT for Self-supervised Learning of Language
  Representations",2020,"Increasing model size when pretraining natural language representations often results in improved performance on downstream tasks. However, at some point further increases become harder due to GPU/TPU memory limitations and longer training times. To address these problems, we present two parameter-reduction techniques lower consumption increase the speed of BERT. Comprehensive empirical evidence shows that our proposed methods lead models scale much better compared original We also use a self-supervised loss focuses modeling inter-sentence coherence, show it consistently helps tasks with multi-sentence inputs. As result, best establishes new state-of-the-art GLUE, RACE, \squad benchmarks while having fewer parameters BERT-large. The code pretrained are available https://github.com/google-research/ALBERT."
https://openalex.org/W2911489562,https://doi.org/10.1093/bioinformatics/btz682,BioBERT: a pre-trained biomedical language representation model for biomedical text mining,2019,"Biomedical text mining is becoming increasingly important as the number of biomedical documents rapidly grows. With progress in natural language processing (NLP), extracting valuable information from literature has gained popularity among researchers, and deep learning boosted development effective models. However, directly applying advancements NLP to often yields unsatisfactory results due a word distribution shift general domain corpora corpora. In this article, we investigate how recently introduced pre-trained model BERT can be adapted for We introduce BioBERT (Bidirectional Encoder Representations Transformers Text Mining), which domain-specific representation on large-scale almost same architecture across tasks, largely outperforms previous state-of-the-art models variety tasks when While obtains performance comparable that models, significantly them following three representative tasks: named entity recognition (0.62% F1 score improvement), relation extraction (2.80% improvement) question answering (12.24% MRR improvement). Our analysis show pre-training helps it understand complex texts. make weights freely available at https://github.com/naver/biobert-pretrained, source code fine-tuning https://github.com/dmis-lab/biobert."
https://openalex.org/W2962965405,https://doi.org/10.18653/v1/d15-1044,A Neural Attention Model for Abstractive Sentence Summarization,2015,"Summarization based on text extraction is inherently limited, but generation-style abstractive methods have proven challenging to build. In this work, we propose a fully data-driven approach sentence summarization. Our method utilizes local attention-based model that generates each word of the summary conditioned input sentence. While structurally simple, it can easily be trained end-to-end and scales large amount training data. The shows significant performance gains DUC-2004 shared task compared with several strong baselines."
https://openalex.org/W2963918774,https://doi.org/10.18653/v1/d17-1070,Supervised Learning of Universal Sentence Representations from Natural Language Inference Data,2017,"Many modern NLP systems rely on word embeddings, previously trained in an unsupervised manner large corpora, as base features. Efforts to obtain embeddings for larger chunks of text, such sentences, have however not been so successful. Several attempts at learning representations sentences reached satisfactory enough performance be widely adopted. In this paper, we show how universal sentence using the supervised data Stanford Natural Language Inference datasets can consistently outperform methods like SkipThought vectors a wide range transfer tasks. Much computer vision uses ImageNet features, which then transferred other tasks, our work tends indicate suitability natural language inference Our encoder is publicly available."
https://openalex.org/W2962902328,https://doi.org/10.18653/v1/p16-1101,End-to-end Sequence Labeling via Bi-directional LSTM-CNNs-CRF,2016,"State-of-the-art sequence labeling systems traditionally require large amounts of taskspecific knowledge in the form handcrafted features and data pre-processing. In this paper, we introduce a novel neutral network architecture that benefits from both word- character-level representations automatically, by using combination bidirectional LSTM, CNN CRF. Our system is truly end-to-end, requiring no feature engineering or preprocessing, thus making it applicable to wide range tasks. We evaluate our on two sets for tasks — Penn Treebank WSJ corpus part-of-speech (POS) tagging CoNLL 2003 named entity recognition (NER). obtain state-of-the-art performance datasets 97.55% accuracy POS 91.21% F1 NER."
https://openalex.org/W2963954913,https://doi.org/10.1109/cvpr.2016.10,Stacked Attention Networks for Image Question Answering,2016,"This paper presents stacked attention networks (SANs) that learn to answer natural language questions from images. SANs use semantic representation of a question as query search for the regions in an image are related answer. We argue answering (QA) often requires multiple steps reasoning. Thus, we develop multiple-layer SAN which times infer progressively. Experiments conducted on four QA data sets demonstrate proposed significantly outperform previous state-of-the-art approaches. The visualization layers illustrates progress locates relevant visual clues lead layer-by-layer."
https://openalex.org/W2963012544,https://doi.org/10.48550/arxiv.1509.01626,Character-level Convolutional Networks for Text Classification,2015,"This article offers an empirical exploration on the use of character-level convolutional networks (ConvNets) for text classification. We constructed several large-scale datasets to show that could achieve state-of-the-art or competitive results. Comparisons are offered against traditional models such as bag words, n-grams and their TFIDF variants, deep learning word-based ConvNets recurrent neural networks."
https://openalex.org/W2963250244,https://doi.org/10.18653/v1/d18-2012,SentencePiece: A simple and language independent subword tokenizer and detokenizer for Neural Text Processing,2018,"This paper describes SentencePiece, a language-independent subword tokenizer and detokenizer designed for Neural-based text processing, including Neural Machine Translation. It provides open-source C++ Python implementations units. While existing segmentation tools assume that the input is pre-tokenized into word sequences, SentencePiece can train models directly from raw sentences, which allows us to make purely end-to-end language independent system. We perform validation experiment of NMT on English-Japanese machine translation, find it possible achieve comparable accuracy direct training sentences. also compare performance with various configurations. available under Apache 2 license at https://github.com/google/sentencepiece."
https://openalex.org/W2964110616,https://doi.org/10.18653/v1/p19-1285,Transformer-XL: Attentive Language Models beyond a Fixed-Length Context,2019,"Transformers have a potential of learning longer-term dependency, but are limited by fixed-length context in the setting language modeling. We propose novel neural architecture Transformer-XL that enables dependency beyond fixed length without disrupting temporal coherence. It consists segment-level recurrence mechanism and positional encoding scheme. Our method not only capturing also resolves fragmentation problem. As result, learns is 80% longer than RNNs 450% vanilla Transformers, achieves better performance on both short long sequences, up to 1,800+ times faster during evaluation. Notably, we improve state-of-the-art results bpc/perplexity 0.99 enwiki8, 1.08 text8, 18.3 WikiText-103, 21.8 One Billion Word, 54.5 Penn Treebank (without finetuning). When trained manages generate reasonably coherent, text articles with thousands tokens. code, pretrained models, hyperparameters available Tensorflow PyTorch."
https://openalex.org/W2963929190,https://doi.org/10.18653/v1/k16-1028,Abstractive Text Summarization using Sequence-to-sequence RNNs and Beyond,2016,"In this work, we model abstractive text summarization using Attentional Encoder-Decoder Recurrent Neural Networks, and show that they achieve state-of-the-art performance on two different corpora. We propose several novel models address critical problems in are not adequately modeled by the basic architecture, such as modeling key-words, capturing hierarchy of sentence-to-word structure, emitting words rare or unseen at training time. Our work shows many our proposed contribute to further improvement performance. also a new dataset consisting multi-sentence summaries, establish benchmarks for research."
https://openalex.org/W2963206148,https://doi.org/10.18653/v1/n16-1014,A Diversity-Promoting Objective Function for Neural Conversation Models,2016,"Sequence-to-sequence neural network models for generation of conversational responses tend to generate safe, commonplace (e.g., I don’t know) regardless the input. We suggest that traditional objective function, i.e., likelihood output (response) given input (message) is unsuited response tasks. Instead we propose using Maximum Mutual Information (MMI) as function in models. Experimental results demonstrate proposed MMI produce more diverse, interesting, and appropriate responses, yielding substantive gains BLEU scores on two datasets human evaluations."
https://openalex.org/W2963223306,https://doi.org/10.18653/v1/k16-1002,Generating Sentences from a Continuous Space,2016,"The standard recurrent neural network language model (RNNLM) generates sentences one word at a time and does not work from an explicit global sentence representation. In this work, we introduce study RNN-based variational autoencoder generative that incorporates distributed latent representations of entire sentences. This factorization allows it to explicitly holistic properties such as style, topic, high-level syntactic features. Samples the prior over these remarkably produce diverse well-formed through simple deterministic decoding. By examining paths space, are able generate coherent novel interpolate between known We present techniques for solving difficult learning problem presented by model, demonstrate its effectiveness in imputing missing words, explore many interesting model's negative results on use modeling."
https://openalex.org/W2964288706,,Semantic Image Segmentation with Deep Convolutional Nets and Fully Connected CRFs,2015,"Abstract: Deep Convolutional Neural Networks (DCNNs) have recently shown state of the art performance in high level vision tasks, such as image classification and object detection. This work brings together methods from DCNNs probabilistic graphical models for addressing task pixel-level (also called semantic segmentation). We show that responses at final layer are not sufficiently localized accurate segmentation. is due to very invariance properties make good tasks. overcome this poor localization property deep networks by combining DCNN with a fully connected Conditional Random Field (CRF). Qualitatively, our DeepLab system able localize segment boundaries accuracy which beyond previous methods. Quantitatively, method sets new state-of-art PASCAL VOC-2012 segmentation task, reaching 71.6% IOU test set. how these results can be obtained efficiently: Careful network re-purposing novel application 'hole' algorithm wavelet community allow dense computation neural net 8 frames per second on modern GPU."
https://openalex.org/W2963625095,https://doi.org/10.1162/tacl_a_00104,Named Entity Recognition with Bidirectional LSTM-CNNs,2016,"Named entity recognition is a challenging task that has traditionally required large amounts of knowledge in the form feature engineering and lexicons to achieve high performance. In this paper, we present novel neural network architecture automatically detects word- character-level features using hybrid bidirectional LSTM CNN architecture, eliminating need for most engineering. We also propose method encoding partial lexicon matches networks compare it existing approaches. Extensive evaluation shows that, given only tokenized text publicly available word embeddings, our system competitive on CoNLL-2003 dataset surpasses previously reported state art performance OntoNotes 5.0 by 2.13 F1 points. By two constructed from publicly-available sources, establish new with an score 91.62 86.28 OntoNotes, surpassing systems employ heavy engineering, proprietary lexicons, rich linking information."
https://openalex.org/W3035390927,https://doi.org/10.18653/v1/2020.acl-main.747,Unsupervised Cross-lingual Representation Learning at Scale,2020,"This paper shows that pretraining multilingual language models at scale leads to significant performance gains for a wide range of cross-lingual transfer tasks. We train Transformer-based masked model on one hundred languages, using more than two terabytes filtered CommonCrawl data. Our model, dubbed XLM-R, significantly outperforms BERT (mBERT) variety benchmarks, including +14.6% average accuracy XNLI, +13% F1 score MLQA, and +2.4% NER. XLM-R performs particularly well low-resource improving 15.7% in XNLI Swahili 11.4% Urdu over previous XLM models. also present detailed empirical analysis the key factors are required achieve these gains, trade-offs between (1) positive capacity dilution (2) high low resource languages scale. Finally, we show, first time, possibility modeling without sacrificing per-language performance; is very competitive with strong monolingual GLUE benchmarks. will make our code publicly available."
https://openalex.org/W2184957013,https://doi.org/10.1609/aaai.v29i1.9491,Learning Entity and Relation Embeddings for Knowledge Graph Completion,2015,"Knowledge graph completion aims to perform link prediction between entities. In this paper, we consider the approach of knowledge embeddings. Recently, models such as TransE and TransH build entity relation embeddings by regarding a translation from head tail entity. We note that these simply put both entities relations within same semantic space. fact, an may have multiple aspects various focus on different entities, which makes common space insufficient for modeling. propose TransR in separate spaces. Afterwards, learn first projecting corresponding then building translations projected experiments, evaluate our three tasks including prediction, triple classification relational fact extraction. Experimental results show significant consistent improvements compared state-of-the-art baselines TransH."
https://openalex.org/W2970641574,https://doi.org/10.18653/v1/d19-1410,Sentence-BERT: Sentence Embeddings using Siamese BERT-Networks,2019,"BERT (Devlin et al., 2018) and RoBERTa (Liu 2019) has set a new state-of-the-art performance on sentence-pair regression tasks like semantic textual similarity (STS). However, it requires that both sentences are fed into the network, which causes massive computational overhead: Finding most similar pair in collection of 10,000 about 50 million inference computations (~65 hours) with BERT. The construction makes unsuitable for search as well unsupervised clustering. In this publication, we present Sentence-BERT (SBERT), modification pretrained network use siamese triplet structures to derive semantically meaningful sentence embeddings can be compared using cosine-similarity. This reduces effort finding from 65 hours / 5 seconds SBERT, while maintaining accuracy We evaluate SBERT SRoBERTa common STS transfer learning tasks, where outperforms other methods."
https://openalex.org/W2561715562,https://doi.org/10.1109/cvpr.2017.215,CLEVR: A Diagnostic Dataset for Compositional Language and Elementary Visual Reasoning,2017,"When building artificial intelligence systems that can reason and answer questions about visual data, we need diagnostic tests to analyze our progress discover short-comings. Existing benchmarks for question answering help, but have strong biases models exploit correctly without reasoning. They also conflate multiple sources of error, making it hard pinpoint model weaknesses. We present a dataset range reasoning abilities. It contains minimal has detailed annotations describing the kind each requires. use this variety modern systems, providing novel insights into their abilities limitations."
https://openalex.org/W2962883855,https://doi.org/10.1609/aaai.v30i1.9883,Building End-To-End Dialogue Systems Using Generative Hierarchical Neural Network Models,2016,"We investigate the task of building open domain, conversational dialogue systems based on large corpora using generative models. Generative models produce system responses that are autonomously generated word-by-word, opening up possibility for realistic, flexible interactions. In support this goal, we extend recently proposed hierarchical recurrent encoder-decoder neural network to and demonstrate model is competitive with state-of-the-art language back-off n-gram limitations similar approaches, show how its performance can be improved by bootstrapping learning from a larger question-answer pair corpus pretrained word embeddings."
https://openalex.org/W1566289585,https://doi.org/10.1109/iccv.2015.11,Aligning Books and Movies: Towards Story-Like Visual Explanations by Watching Movies and Reading Books,2015,"Books are a rich source of both fine-grained information, how character, an object or scene looks like, as well high-level semantics, what someone is thinking, feeling and these states evolve through story. This paper aims to align books their movie releases in order provide descriptive explanations for visual content that go semantically far beyond the captions available current datasets. To movies we exploit neural sentence embedding trained unsupervised way from large corpus books, video-text computing similarities between clips sentences book. We propose context-aware CNN combine information multiple sources. demonstrate good quantitative performance movie/book alignment show several qualitative examples showcase diversity tasks our model can be used for."
https://openalex.org/W2963532001,https://doi.org/10.18653/v1/w18-6319,A Call for Clarity in Reporting BLEU Scores,2018,"The field of machine translation faces an under-recognized problem because inconsistency in the reporting scores from its dominant metric. Although people refer to “the” BLEU score, is fact a parameterized metric whose values can vary wildly with changes these parameters. These parameters are often not reported or hard find, and consequently, between papers cannot be directly compared. I quantify this variation, finding differences as high 1.8 commonly used configurations. main culprit different tokenization normalization schemes applied reference. Pointing success parsing community, suggest researchers settle upon scheme by annual Conference on Machine Translation (WMT), which does allow for user-supplied reference processing, provide new tool, SACREBLEU, facilitate this."
https://openalex.org/W2302086703,https://doi.org/10.1109/cvpr.2016.503,Image Captioning with Semantic Attention,2016,"Automatically generating a natural language description of an image has attracted interests recently both because its importance in practical applications and it connects two major artificial intelligence fields: computer vision processing. Existing approaches are either top-down, which start from gist convert into words, or bottom-up, come up with words describing various aspects then combine them. In this paper, we propose new algorithm that combines through model semantic attention. Our learns to selectively attend concept proposals fuse them hidden states outputs recurrent neural networks. The selection fusion form feedback connecting the top-down bottom-up computation. We evaluate our on public benchmarks: Microsoft COCO Flickr30K. Experimental results show significantly outperforms state-of-the-art consistently across different evaluation metrics."
https://openalex.org/W1615991656,https://doi.org/10.1162/tacl_a_00134,Improving Distributional Similarity with Lessons Learned from Word Embeddings,2015,"Recent trends suggest that neural-network-inspired word embedding models outperform traditional count-based distributional on similarity and analogy detection tasks. We reveal much of the performance gains embeddings are due to certain system design choices hyperparameter optimizations, rather than algorithms themselves. Furthermore, we show these modifications can be transferred models, yielding similar gains. In contrast prior reports, observe mostly local or insignificant differences between methods, with no global advantage any single approach over others."
https://openalex.org/W2560730294,https://doi.org/10.1109/cvpr.2017.670,Making the V in VQA Matter: Elevating the Role of Image Understanding in Visual Question Answering,2017,"Problems at the intersection of vision and language are significant importance both as challenging research questions for rich set applications they enable. However, inherent structure in our world bias tend to be a simpler signal learning than visual modalities, resulting models that ignore information, leading an inflated sense their capability. We propose counter these priors task Visual Question Answering (VQA) make (the V VQA) matter! Specifically, we balance popular VQA dataset (Antol et al., ICCV 2015) by collecting complementary images such every question balanced is associated with not just single image, but rather pair similar result two different answers question. Our construction more original has approximately twice number image-question pairs. complete publicly available http://visualqa.org/ part 2nd iteration Dataset Challenge (VQA v2.0). further benchmark state-of-art on dataset. All perform significantly worse dataset, suggesting have indeed learned exploit priors. This finding provides first concrete empirical evidence what seems qualitative among practitioners. Finally, data collection protocol identifying enables us develop novel interpretable model, which addition providing answer given (image, question) pair, also counter-example based explanation. it identifies image believes same can help building trust machines users."
https://openalex.org/W2562607067,https://doi.org/10.18653/v1/d16-1058,Attention-based LSTM for Aspect-level Sentiment Classification,2016,"Aspect-level sentiment classification is a fine-grained task in analysis. Since it provides more complete and in-depth results, aspect-level analysis has received much attention these years. In this paper, we reveal that the polarity of sentence not only determined by content but also highly related to concerned aspect. For instance, “The appetizers are ok, service slow.”, for aspect taste, positive while service, negative. Therefore, worthwhile explore connection between an sentence. To end, propose Attention-based Long Short-Term Memory Network classification. The mechanism can concentrate on different parts when aspects taken as input. We experiment SemEval 2014 dataset results show our model achieves state-ofthe-art performance"
https://openalex.org/W1931639407,https://doi.org/10.1109/cvpr.2015.7298754,From captions to visual concepts and back,2015,"This paper presents a novel approach for automatically generating image descriptions: visual detectors, language models, and multimodal similarity models learnt directly from dataset of captions. We use multiple instance learning to train detectors words that commonly occur in captions, including many different parts speech such as nouns, verbs, adjectives. The word detector outputs serve conditional inputs maximum-entropy model. model learns set over 400,000 descriptions capture the statistics usage. global semantics by re-ranking caption candidates using sentence-level features deep Our system is state-of-the-art on official Microsoft COCO benchmark, producing BLEU-4 score 29.1%. When human judges compare captions ones written other people our held-out test set, have equal or better quality 34% time."
